0.11675E-01    0.17335E+05
0.11910E-01    0.17409E+05
0.12151E-01    0.17479E+05
0.12397E-01    0.17543E+05
0.12647E-01    0.17603E+05
0.12902E-01    0.17656E+05
0.13163E-01    0.17705E+05
0.13429E-01    0.17747E+05
0.13700E-01    0.17783E+05
0.13977E-01    0.17813E+05
0.14259E-01    0.17837E+05
0.14547E-01    0.17855E+05
0.14841E-01    0.17865E+05
0.15141E-01    0.17869E+05
0.15447E-01    0.17866E+05
0.15759E-01    0.17855E+05
0.16077E-01    0.17837E+05
0.16402E-01    0.17811E+05
0.16734E-01    0.17777E+05
0.17072E-01    0.17735E+05
0.17416E-01    0.17685E+05
0.17768E-01    0.17627E+05
0.18127E-01    0.17559E+05
0.18493E-01    0.17483E+05
0.18867E-01    0.17398E+05
0.19248E-01    0.17303E+05
0.19637E-01    0.17200E+05
0.20034E-01    0.17086E+05
0.20438E-01    0.16963E+05
0.20851E-01    0.16830E+05
0.21272E-01    0.16688E+05
0.21702E-01    0.16537E+05
0.22141E-01    0.16378E+05
0.22588E-01    0.16211E+05
0.23044E-01    0.16037E+05
0.23510E-01    0.15855E+05
0.23985E-01    0.15668E+05
0.24469E-01    0.15474E+05
0.24964E-01    0.15275E+05
0.25468E-01    0.15071E+05
0.25982E-01    0.14861E+05
0.26507E-01    0.14647E+05
0.27043E-01    0.14427E+05
0.27589E-01    0.14202E+05
0.28146E-01    0.13972E+05
0.28715E-01    0.13738E+05
0.29295E-01    0.13499E+05
0.29887E-01    0.13256E+05
0.30490E-01    0.13011E+05
0.31106E-01    0.12763E+05
0.31735E-01    0.12515E+05
0.32376E-01    0.12268E+05
0.33030E-01    0.12021E+05
0.33697E-01    0.11775E+05
0.34378E-01    0.11532E+05
0.35072E-01    0.11292E+05
0.35781E-01    0.11055E+05
0.36504E-01    0.10822E+05
0.37241E-01    0.10593E+05
0.37993E-01    0.10370E+05
0.38761E-01    0.10151E+05
0.39544E-01    0.99383E+04
0.40343E-01    0.97315E+04
0.41158E-01    0.95309E+04
0.41989E-01    0.93369E+04
0.42838E-01    0.91502E+04
0.43703E-01    0.89716E+04
0.44586E-01    0.88014E+04
0.45486E-01    0.86404E+04
0.46405E-01    0.84885E+04
0.47343E-01    0.83449E+04
0.48299E-01    0.82087E+04
0.49275E-01    0.80793E+04
0.50270E-01    0.79559E+04
0.51286E-01    0.78380E+04
0.52322E-01    0.77250E+04
0.53379E-01    0.76162E+04
0.54457E-01    0.75111E+04
0.55557E-01    0.74090E+04
0.56680E-01    0.73090E+04
0.57825E-01    0.72103E+04
0.58993E-01    0.71122E+04
0.60184E-01    0.70133E+04
0.61400E-01    0.69125E+04
0.62641E-01    0.68086E+04
0.63906E-01    0.67001E+04
0.65197E-01    0.65852E+04
0.66514E-01    0.64628E+04
0.67858E-01    0.63331E+04
0.69229E-01    0.61976E+04
0.70627E-01    0.60576E+04
0.72054E-01    0.59120E+04
0.73510E-01    0.57584E+04
0.74994E-01    0.55949E+04
0.76509E-01    0.54233E+04
0.78055E-01    0.52465E+04
0.79632E-01    0.50671E+04
0.81241E-01    0.48865E+04
0.82882E-01    0.47057E+04
0.84556E-01    0.45261E+04
0.86264E-01    0.43494E+04
0.88007E-01    0.41773E+04
0.89785E-01    0.40117E+04
0.91598E-01    0.38546E+04
0.93449E-01    0.37073E+04
0.95337E-01    0.35714E+04
0.97263E-01    0.34479E+04
0.99227E-01    0.33379E+04
0.10123E+00    0.32414E+04
0.10328E+00    0.31571E+04
0.10536E+00    0.30842E+04
0.10749E+00    0.30209E+04
0.10966E+00    0.29647E+04
0.11188E+00    0.29134E+04
0.11414E+00    0.28646E+04
0.11644E+00    0.28163E+04
0.11880E+00    0.27663E+04
0.12120E+00    0.27128E+04
0.12365E+00    0.26539E+04
0.12614E+00    0.25882E+04
0.12869E+00    0.25149E+04
0.13129E+00    0.24334E+04
0.13394E+00    0.23445E+04
0.13665E+00    0.22496E+04
0.13941E+00    0.21511E+04
0.14223E+00    0.20519E+04
0.14510E+00    0.19549E+04
0.14803E+00    0.18628E+04
0.15102E+00    0.17777E+04
0.15407E+00    0.17011E+04
0.15718E+00    0.16339E+04
0.16036E+00    0.15764E+04
0.16360E+00    0.15281E+04
0.16690E+00    0.14879E+04
0.17028E+00    0.14539E+04
0.17371E+00    0.14237E+04
0.17722E+00    0.13944E+04
0.18080E+00    0.13632E+04
0.18446E+00    0.13281E+04
0.18818E+00    0.12875E+04
0.19198E+00    0.12414E+04
0.19586E+00    0.11907E+04
0.19982E+00    0.11372E+04
0.20386E+00    0.10831E+04
0.20797E+00    0.10309E+04
0.21218E+00    0.98244E+03
0.21646E+00    0.93941E+03
0.22083E+00    0.90258E+03
0.22530E+00    0.87183E+03
0.22985E+00    0.84589E+03
0.23449E+00    0.82280E+03
0.23923E+00    0.80051E+03
0.24406E+00    0.77730E+03
0.24899E+00    0.75194E+03
0.25402E+00    0.72381E+03
0.25915E+00    0.69326E+03
0.26439E+00    0.66166E+03
0.26973E+00    0.63087E+03
0.27518E+00    0.60241E+03
0.28074E+00    0.57708E+03
0.28641E+00    0.55507E+03
0.29219E+00    0.53586E+03
0.29810E+00    0.51835E+03
0.30412E+00    0.50123E+03
0.31026E+00    0.48346E+03
0.31653E+00    0.46462E+03
0.32292E+00    0.44499E+03
0.32945E+00    0.42532E+03
0.33610E+00    0.40647E+03
0.34289E+00    0.38923E+03
0.34982E+00    0.37382E+03
0.35689E+00    0.35980E+03
0.36409E+00    0.34652E+03
0.37145E+00    0.33342E+03
0.37895E+00    0.32010E+03
0.38661E+00    0.30659E+03
0.39442E+00    0.29334E+03
0.40239E+00    0.28072E+03
0.41052E+00    0.26880E+03
0.41881E+00    0.25753E+03
0.42727E+00    0.24683E+03
0.43590E+00    0.23666E+03
0.44471E+00    0.22695E+03
0.45369E+00    0.21767E+03
0.46286E+00    0.20877E+03
0.47221E+00    0.20022E+03
0.48174E+00    0.19199E+03
0.49148E+00    0.18404E+03
0.50141E+00    0.17636E+03
0.51153E+00    0.16894E+03
